name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,OTA_1_R1,OTA_1_R2,OTA_1_R3,OTA_2_R1,OTA_2_R2,OTA_2_R3,OTA_3_R1,OTA_3_R2,OTA_3_R3,OTA_4_R1,OTA_4_R2,OTA_4_R3,PTA_1_R1,PTA_1_R2,PTA_1_R3,PTA_2_R1,PTA_2_R2,PTA_2_R3,PTA_3_R1,PTA_3_R2,PTA_3_R3,PTA_4_R1,PTA_4_R2,PTA_4_R3
SCA-6_Chr1v1_00050,SCA-6_Chr1v1_00050,320.6,248.2,392.9,1.447,2.9,0.26,2.08,3.80E-02,1.00E+00,0.9998,88,300,238.9,163.4,259.2,199.9,228.1,300.7,174.6,201,312.5,232.1,368.4,477.6,399,366.3,954.9,215.8,147.8,549.4,276.5,296.7,361.4,290.3,378.8
SCA-6_Chr1v1_00051,STXB5,85.2,91.2,79.1,0.953,2.9,0.49,-0.14,8.90E-01,1.00E+00,0.9998,89,50.5,110.2,45.1,214.3,91.1,85.9,184.2,72.1,53.8,82.8,62.1,42.7,177.6,14.4,41.5,0.4,135.4,28.7,133.4,88.9,181.9,48,70.2,29.1
SCA-6_Chr1v1_00052,NTPCR,16.1,11.7,20.4,1.476,2.9,1.16,0.48,6.30E-01,1.00E+00,0.9998,90,0,0,8.1,0,0,15.5,12.5,11.4,29,7.4,17.4,39.4,40.8,73.3,0,0,0,13.4,0,0,0,7.7,65.1,44.6
SCA-6_Chr1v1_00053,SCA-6_Chr1v1_00053,6.9,9.7,4.1,0.478,2.9,1.32,-0.8,4.20E-01,1.00E+00,0.9998,91,8.9,0,7.2,0,0,7.4,7.3,18,12.9,0,54.8,0,0,0,0,0,12.1,8.1,0,0,5.7,6,12.7,4.1
SCA-6_Chr1v1_00054,REP,16.8,16.2,17.4,0.649,2.9,1.08,-0.58,5.60E-01,1.00E+00,0.9998,92,35.6,4.6,22.6,0,0,12.3,0,57.9,35.5,0,0.9,25.2,67.1,0,15.3,0,8,3.6,34.8,8.8,52.3,18.8,0,0
SCA-6_Chr1v1_00055,RKD5,15.4,17.2,13.6,0.61,2.9,0.87,-0.82,4.10E-01,1.00E+00,0.9998,93,18.8,0,25.3,0,8.8,23.7,13.5,1.9,14,51.9,13.7,34.7,0,40.6,0,0,9.4,17,7.8,18.7,1.1,7.7,18.3,42.8
SCA-6_Chr1v1_00056,DDPS6,83,90.2,75.8,0.788,2.8,0.47,-0.73,4.60E-01,1.00E+00,0.9998,94,71.3,59.1,92.1,34.7,152.9,85,166.5,82.6,87.1,82.8,56.7,111.6,209.2,72,64.1,0,34.9,33.1,125.6,86.7,129.6,104.5,23.4,25.9
SCA-6_Chr1v1_00057,SAC7,35.3,40.6,29.9,0.733,2.8,0.75,-0.59,5.50E-01,1.00E+00,0.9998,95,5.9,12.8,20.8,102.1,30.9,30.3,51,74,62.4,29.6,66.7,0.9,64.5,0,5.4,0,26.8,26.9,60.5,12.1,0,42.8,69.6,50.5
SCA-6_Chr1v1_00058,DIR19,15.6,8.4,22.9,1.948,2.8,1,0.96,3.30E-01,1.00E+00,0.9998,96,23.8,15.1,6.3,0,11.8,0,0,15.2,5.4,0,8.2,14.7,0,34,28.9,126.6,0,34.9,1.1,2.2,34.1,0,3.1,10
SCA-6_Chr1v1_00059,CATA2,17.6,23,12.2,0.49,2.8,0.99,-1.04,3.00E-01,1.00E+00,0.9998,97,0,0,30.7,0,0,14.7,20.8,28.5,84.9,11.1,66.7,18.5,0,0,0.9,0,10.7,20.6,3.4,11,10.2,22.3,44.7,22.7
SCA-6_Chr1v1_00061,DSK2A,257.2,185.4,329,1.758,2.8,0.4,2.05,4.00E-02,1.00E+00,0.9998,98,177.2,17.4,200.4,44.9,72,114.5,181,308.4,322.5,59.3,349.1,378.3,72.4,264.3,414.1,374.2,241.3,491.7,223.1,518.9,195.5,334.8,490.1,327
SCA-6_Chr1v1_00063,PCNB,76.1,92.6,59.5,0.56,2.8,0.42,-2.01,4.40E-02,1.00E+00,0.9998,99,103.9,82.3,114.6,151.1,73.5,41.7,118.6,19.9,80.6,197.6,31.1,96.4,42.1,32.7,65,196.3,40.2,29.6,30.3,20.8,109.1,64.2,34.1,50
SCA-6_Chr1v1_00064,CCNB1,4.1,5.1,3.1,0.776,2.7,2,-0.18,8.50E-01,1.00E+00,0.9998,100,26.7,12.8,9,0,0,12.3,0,0,0,0,0,0,0,0,0,0,9.4,0,0,0,20.5,7.7,0,0
SCA-6_Chr1v1_00065,CCNB1,23,17.6,28.4,0.313,2.7,1.12,-1.49,1.40E-01,1.00E+00,0.9998,101,24.7,31.3,32.5,0,50,26.2,0,4.7,0,42,0,0,0,0,4.5,214.7,0,16.1,0,11,0,12,6.1,76.9
SCA-6_Chr1v1_00066,SERB2,72,79.6,64.4,0.895,2.7,0.49,-0.32,7.50E-01,1.00E+00,0.9998,102,125.7,133.3,117.4,75.5,160.2,71.1,69.7,36.1,23.7,54.3,70.4,18,209.2,53.6,106.4,0,9.4,20.6,76.2,49.4,113.7,71.1,22.4,40.9
SCA-6_Chr1v1_00067,GRIP,300.9,359.4,242.4,0.813,2.7,0.45,-0.66,5.10E-01,1.00E+00,0.9998,103,392,499.8,241.9,661.4,379.2,317.2,584.7,203.1,168.8,642.3,150.8,71.2,785.5,204.1,247.2,0,225.2,106.6,344.2,246.9,246.7,258.6,120.5,123.7
SCA-6_Chr1v1_00068,SAT4,6.8,5.2,8.4,2.877,2.7,1.36,1.12,2.60E-01,1.00E+00,0.9998,104,3,23.2,0,0,5.9,9,3.1,3.8,0,14.8,0,0,34.2,0,0,0,0,0,42.6,0,4.5,6.9,6.6,6.4
SCA-6_Chr1v1_00069,IDH1,131.9,129.1,134.8,1.007,2.7,0.29,0.04,9.70E-01,1.00E+00,0.9998,105,114.8,153.1,106.5,165.3,173.4,94.8,122.8,192.6,79.6,137.1,123.4,85.9,43.4,166.2,95.6,278.3,84.4,195.2,87.5,178.8,109.1,144.7,123.5,110.5
SCA-6_Chr1v1_00070,SPL4,8.5,13.4,3.5,0.33,2.7,1.03,-1.55,1.20E-01,1.00E+00,0.9998,106,20.8,24.4,9.9,0,20.6,9.8,3.1,10.4,6.5,49.4,6.4,0,0,0,0,0,0,7.2,10.1,8.8,0,7.7,4.6,3.6
SCA-6_Chr1v1_00071,AAE2,43.5,28.2,58.8,1.706,2.7,0.67,1.15,2.50E-01,1.00E+00,0.9998,107,5.9,19.7,17.2,0,7.3,13.9,27.1,76.9,37.6,33.3,50.3,49.8,36.8,0,72.2,288.5,55,43,2.2,75.7,81.8,25.7,8.1,16.8
SCA-6_Chr1v1_00072,SSL5,11.3,13.6,8.9,0.649,2.7,1.24,-0.5,6.10E-01,1.00E+00,0.9998,108,0,0,3.6,0,0,0.8,0,20.9,41.9,3.7,45.7,47,0,0,0,0,0,14.3,1.1,19.7,18.2,8.6,23.4,21.4
SCA-6_Chr1v1_00073,SSL5,7.8,8.4,7.3,1.073,2.7,0.97,0.11,9.20E-01,1.00E+00,0.9998,109,15.8,1.2,19,0,0,10.6,11.4,8.5,10.8,8.6,14.6,0,0,30.1,0.9,0,0,7.2,3.4,24.1,10.2,10.3,1,0
SCA-6_Chr1v1_00074,SCA-6_Chr1v1_00074,77.8,93.4,62.3,0.659,2.7,0.56,-1.07,2.80E-01,1.00E+00,0.9998,110,162.4,29,64.1,44.9,77.9,129.2,82.2,93,130.1,69.2,53,186.1,43.4,1.3,32.5,0,120.6,43.9,176,61.4,51.2,133.6,53.4,30
SCA-6_Chr1v1_00075,DTX45,10.2,12.1,8.2,0.505,2.6,1.18,-0.84,4.00E-01,1.00E+00,0.9998,111,0,0,8.1,59.2,0,6.5,4.2,2.8,34.4,3.7,9.1,17.6,10.5,0,25.3,0,30.8,1.8,0,11,0,18.8,0,0
SCA-6_Chr1v1_00079,CHIX,135.7,90.6,180.8,2.375,2.6,0.52,2.4,1.60E-02,1.00E+00,0.9998,112,44.5,27.8,47.8,257.2,0,49.1,268.4,149,47.3,77.8,106,12.3,98.7,82.4,157,275,400.8,169.3,207.4,271,318.3,80.5,69.1,40
SCA-6_Chr1v1_00080,CHIB,4.1,1.9,6.4,4.173,2.6,1.78,1.16,2.50E-01,1.00E+00,0.9998,113,0,0,0,0,0,0,0,14.2,0,0,8.2,0,0,0,18.9,0,16.1,7.2,4.5,12.1,0,0,11.7,6.4
SCA-6_Chr1v1_00081,NAC22,13.5,4.2,22.8,5.254,2.6,1.12,2.14,3.20E-02,1.00E+00,0.9998,114,0,0,1.8,0,0,10.6,0,3.8,0,0,21,13.3,11.8,0,40.6,0,0,27.8,9,40.6,55.7,27.4,26.9,33.7
SCA-6_Chr1v1_00082,PP161,12.5,13.3,11.7,1.137,2.6,0.96,0.19,8.50E-01,1.00E+00,0.9998,115,18.8,13.9,29.8,0,0,9.8,33.3,18,3.2,24.7,8.2,0,43.4,0,36.1,0,0,3.6,0,23,20.5,9.4,4.1,0.5
SCA-6_Chr1v1_00084,SCA-6_Chr1v1_00084,9.3,7.2,11.3,2.102,2.6,1.21,0.89,3.80E-01,1.00E+00,0.9998,116,39.6,7,9,0,0,0,10.4,7.6,2.2,0,11,0,32.9,0,22.6,0,12.1,9.9,0,0,0,22.3,22.4,13.6
SCA-6_Chr1v1_00092,IST1L,14.7,17.3,12.2,0.673,2.6,1.03,-0.55,5.80E-01,1.00E+00,0.9998,117,11.9,12.8,6.3,38.8,77.9,0,19.8,0,0,19.8,11.9,8.1,3.9,86.4,5.4,0,0,14.3,11.2,0,0,14.6,1,10
SCA-6_Chr1v1_00093,ZDH11,80.2,81.4,78.9,1.039,2.6,0.47,0.12,9.10E-01,1.00E+00,0.9998,118,31.7,124.1,102,85.7,75,53.1,80.1,109.1,79.6,124.8,96.9,14.7,44.7,62.8,58.6,0,181,69.9,79.6,82.3,39.8,106.2,98.6,123.7
SCA-6_Chr1v1_00095,U548,7.6,9.7,5.4,0.539,2.6,1.3,-0.68,4.90E-01,1.00E+00,0.9998,119,0,10.4,0,0,0,0.8,0,11.4,18.3,14.8,27.4,33.7,0,11.8,0,0,0,8.1,26.9,2.2,0,0.9,13.7,0.9
SCA-6_Chr1v1_00096,RQL3,11.6,12.3,10.9,1.018,2.6,1.06,0.02,9.80E-01,1.00E+00,0.9998,120,3,26.7,19,0,54.4,11.4,3.1,0,12.9,13.6,3.7,0,68.4,0,0,0,14.7,1.8,26.9,14.3,0,5.1,0,0
SCA-6_Chr1v1_00097,RQL3,171.6,170.1,173.1,1.081,2.6,0.25,0.44,6.60E-01,1.00E+00,0.9998,121,245.5,144.9,152.6,110.2,202.8,190.5,249.7,108.2,149.4,232.2,146.2,108.7,268.4,157,189.4,225.4,201.1,116.4,149.1,134.9,175.1,271.5,98.6,90.5
SCA-6_Chr1v1_00098,GDAP2,87,62.9,111,1.559,2.5,0.41,1.55,1.20E-01,1.00E+00,0.9998,122,41.6,38.3,111.9,0,76.4,59.7,20.8,73.1,117.2,56.8,88.6,70.7,40.8,151.8,123.6,143.8,107.2,129.9,47.1,52.7,64.8,77.9,147.4,245.6
SCA-6_Chr1v1_00099,LTO1,247.7,238.6,256.7,1.037,2.5,0.3,0.17,8.60E-01,1.00E+00,0.9998,123,228.7,237.7,195,238.8,82.3,363.8,190.4,213.5,406.4,144.5,316.2,246.4,109.2,484.1,286,373.3,84.4,247.2,210.8,399.4,152.3,247.5,249.1,237.4
SCA-6_Chr1v1_00100,SCA-6_Chr1v1_00100,517.2,544.1,490.3,0.976,2.5,0.47,-0.08,9.40E-01,1.00E+00,0.9998,124,361.3,98.6,443.2,4.1,320.4,500.4,845.9,812.3,1434.1,181.6,1016.3,511.3,148.7,618.9,225.5,684,808.3,643,599.8,1039,378.5,260.3,276.6,200.6
SCA-6_Chr1v1_00105,BBD2,13.2,14.6,11.7,0.718,2.5,1.05,-0.46,6.50E-01,1.00E+00,0.9998,125,0,8.1,22.6,0,0,9.8,0,24.7,53.8,16.1,21,19.5,23.7,0,0,0,0,3.6,9,24.1,28.4,4.3,30.5,17.3
SCA-6_Chr1v1_00106,AKRP,347.4,360.9,333.9,1.099,2.5,0.33,0.42,6.80E-01,1.00E+00,0.9998,126,520.7,517.2,131.8,704.3,470.3,314.8,347.5,198.3,266.6,650.9,112.4,95.4,694.7,291.8,359,203.3,455.7,164.8,542.7,322.6,507,316,91,58.7
SCA-6_Chr1v1_00107,PLDD1,440.1,412.9,467.4,0.995,2.5,0.44,-0.02,9.90E-01,1.00E+00,0.9998,127,83.2,133.3,256.4,187.8,167.6,233.8,112.4,892,773,74.1,1049.2,991.7,88.2,273.4,256.2,226.2,278.8,770.2,273.6,717.5,336.5,346,1161.1,881.4
SCA-6_Chr1v1_00108,Y1607,20.4,26.8,13.9,0.529,2.5,0.73,-1.25,2.10E-01,1.00E+00,0.9998,128,22.8,31.3,15.3,2,50,25.3,40.6,2.8,40.9,39.5,26.5,24.7,31.6,14.4,2.7,0,63,7.2,10.1,0,2.3,2.6,23.9,9.6
SCA-6_Chr1v1_00109,NRPB1,117.5,111.2,123.9,0.997,2.5,0.48,-0.01,9.90E-01,1.00E+00,0.9998,129,123.7,58,101.1,59.2,76.4,168.4,106.1,194.5,161.3,123.5,107.8,54.1,7.9,0,96.5,310.2,84.4,146.9,77.4,261.1,123.9,119,139.8,119.6
SCA-6_Chr1v1_00110,NRPB1,359.3,338.9,379.6,1.09,2.5,0.23,0.54,5.90E-01,1.00E+00,0.9998,130,318.8,315.4,410.7,163.3,236.6,333.6,382.9,605.4,311.8,311.3,323.5,353.7,297.3,459.2,285.1,363.9,564.3,338.5,366.6,543.1,147.8,448.7,408.7,332
SCA-6_Chr1v1_00111,Y4833,45.9,44.9,46.9,0.88,2.5,0.82,-0.22,8.20E-01,1.00E+00,0.9998,131,4,15.1,28.9,4.1,0,10.6,0,126.2,119.3,8.6,109.7,112.5,0,61.5,16.2,0,13.4,112.8,30.3,25.2,27.3,28.3,125.1,122.8
SCA-6_Chr1v1_00112,SCA-6_Chr1v1_00112,68.8,64.2,73.3,1.048,2.5,0.49,0.14,8.90E-01,1.00E+00,0.9998,132,38.6,82.3,89.4,26.5,58.8,125.1,32.3,43.7,96.8,38.3,32.9,106.3,42.1,73.3,55,0,57.6,109.3,35.9,46.1,97.8,64.2,98.1,200.1
SCA-6_Chr1v1_00113,P4H10,141.2,120.6,161.7,1.173,2.5,0.35,0.67,5.00E-01,1.00E+00,0.9998,133,82.2,64.9,182.3,44.9,132.3,158.6,99.9,165.1,197.8,66.7,180,72.6,65.8,225,156.1,437.3,115.3,189.9,53.8,148.1,81.8,115.6,164.7,186.9
SCA-6_Chr1v1_00114,ACO1,708.2,706.9,709.5,1.039,2.4,0.26,0.21,8.30E-01,1.00E+00,0.9998,134,607.9,576.3,691.5,483.8,607,612.4,1321.4,1021.1,604.2,622.5,716.5,618.1,1152.5,255.1,380.7,750.4,869.9,684.2,973.2,1047.8,919.7,600.3,429.6,451.2
SCA-6_Chr1v1_00115,NIP1,145.7,117,174.4,1.34,2.4,0.36,1.19,2.30E-01,1.00E+00,0.9998,135,103.9,49.9,84,38.8,95.5,104.7,129,181.2,115,59.3,234.9,208.4,48.7,145.2,50.5,354.1,214.5,197,154.7,326.9,129.6,81.4,205.9,184.2
SCA-6_Chr1v1_00117,NRG2,175.1,185.8,164.5,0.948,2.4,0.43,-0.18,8.60E-01,1.00E+00,0.9998,136,202,230.7,178.7,261.3,316,144.7,183.1,86.4,129,264.3,127.9,104.9,240.8,170.1,203,0,136.7,96.7,232.1,131.7,204.6,190.1,182,186
SCA-6_Chr1v1_00119,P2C60,169.3,213.4,125.2,0.594,2.4,0.42,-1.8,7.10E-02,1.00E+00,0.9998,137,174.2,387.3,103.8,471.5,244,175,205,125.3,83.9,260.6,43.9,285.8,352.6,32.7,83,57.8,168.9,48.4,262.4,71.3,194.4,123.3,55.9,52.3
SCA-6_Chr1v1_00120,CSCLE,64.1,54.6,73.5,1.043,2.4,0.4,0.15,8.80E-01,1.00E+00,0.9998,138,44.5,48.7,80.3,57.2,91.1,30.3,29.1,40.8,82.8,61.8,55.7,32.8,51.3,52.3,24.4,281.1,6.7,48.4,74,70.2,79.6,48.8,75.7,69.6
SCA-6_Chr1v1_00122,APF1,12.5,9.9,15.1,1.303,2.4,0.98,0.39,7.00E-01,1.00E+00,0.9998,139,27.7,8.1,13.5,0,0,15.5,12.5,10.4,3.2,7.4,11.9,8.1,0,61.5,4.5,0,22.8,26,0,0,0,24,18.3,23.6
SCA-6_Chr1v1_00123,APF1,55.5,47.7,63.2,1.137,2.4,0.5,0.37,7.10E-01,1.00E+00,0.9998,140,22.8,12.8,25.3,12.2,5.9,13.1,22.9,79.7,107.5,28.4,136.2,105.9,51.3,19.6,25.3,179.5,34.9,71.6,37,93.3,14.8,78.8,96.6,55.9
SCA-6_Chr1v1_00124,MET23,48.3,49.2,47.4,0.97,2.4,0.66,-0.07,9.50E-01,1.00E+00,0.9998,141,5.9,37.1,27.1,0,0,31.9,66.6,113.9,90.3,65.5,90.5,62.2,18.4,23.6,58.6,0,72.4,39.4,75.1,61.4,43.2,88.2,62,25.9
SCA-6_Chr1v1_00125,PER64,30,26,34,1.246,2.4,0.71,0.45,6.50E-01,1.00E+00,0.9998,142,0,3.5,56.9,4.1,32.3,66.2,2.1,21.8,25.8,8.6,49.4,40.8,14.5,62.8,26.2,0,22.8,75.2,14.6,23,6.8,42,58.5,61.9
SCA-6_Chr1v1_00126,SCA-6_Chr1v1_00126,47,36.1,57.9,1.047,2.4,0.61,0.11,9.10E-01,1.00E+00,0.9998,143,24.7,7,60.5,0,10.3,8.2,10.4,93,65.6,7.4,109.7,36.1,39.5,0,109.2,190.6,25.5,43,13.5,16.5,37.5,30.8,98.6,89.6
SCA-6_Chr1v1_00127,PIP27,647.5,613.7,681.2,1.057,2.4,0.31,0.26,8.00E-01,1.00E+00,0.9998,144,555.4,401.2,557,193.9,543.8,489.8,362.1,874.9,1036.3,184,1030,1136.4,211.8,358.5,590.9,938.5,490.6,1098.9,395.8,898.5,640,843.5,897.3,810.5
SCA-6_Chr1v1_00128,LRP1C,267.6,236.3,298.8,1.284,2.4,0.39,0.92,3.60E-01,1.00E+00,0.9998,145,180.2,151.9,322.3,59.2,179.3,322.1,323.6,204,290.3,181.6,289.7,331.3,148.7,355.9,341.9,4.1,269.4,293.7,457.5,342.3,358.1,289.5,361.4,363.4
SCA-6_Chr1v1_00129,SCA-6_Chr1v1_00129,4.8,5.9,3.7,0.659,2.4,1.86,-0.32,7.50E-01,1.00E+00,0.9998,146,0,9.3,3.6,36.7,0,6.5,0,0,2.2,0,11.9,0,0,0,0,0,0,4.5,0,0,39.8,0,0,0
SCA-6_Chr1v1_00131,RMR4,22.4,19.9,25,1.448,2.4,0.72,0.75,4.60E-01,1.00E+00,0.9998,147,28.7,20.9,12.6,0,51.4,13.9,34.3,30.4,18.3,19.8,8.2,0,172.4,0,27.1,0,17.4,22.4,13.5,9.9,9.1,26.5,0,1.8
SCA-6_Chr1v1_00132,PREY,53.7,60.8,46.7,0.712,2.4,0.79,-0.62,5.40E-01,1.00E+00,0.9998,148,35.6,32.5,84,0,0,86.7,54.1,69.3,87.1,54.3,109.7,116.3,0,0,13.5,0,6.7,78.8,58.3,105.3,29.6,83.1,117.4,67.8
SCA-6_Chr1v1_00134,SKP1A,1189.8,1077.3,1302.2,1.072,2.4,0.33,0.3,7.60E-01,1.00E+00,0.9998,149,482.1,577.5,1123,575.6,658.5,1074.4,603.5,1710,1587.8,408.8,2313.1,1813.4,452.6,956.4,1064.5,719.2,1046.9,2230,524.7,1529.4,771.9,1059.3,2521.5,2750.6
SCA-6_Chr1v1_00135,MCAC1,117.2,125.6,108.9,0.801,2.3,0.47,-0.69,4.90E-01,1.00E+00,0.9998,150,106.9,61.5,129.1,0,11.8,156.2,74.9,93,244,111.2,339.1,179,78.9,48.4,90.2,89.7,46.9,182.7,48.2,85.6,106.9,143.9,241.5,144.2
SCA-6_Chr1v1_00136,SCA-6_Chr1v1_00136,645.3,658,632.6,1.119,2.3,0.25,0.65,5.10E-01,1.00E+00,0.9998,151,884.1,727,521.8,937,654.1,814.4,868.8,404.3,442.9,823.9,636.1,181.3,1352.5,896.2,578.3,308.2,1103.2,561.5,885.8,449.8,551.3,353.7,324.3,226
SCA-6_Chr1v1_00137,FB248,6.4,9.5,3.4,0.477,2.3,1.78,-0.6,5.50E-01,1.00E+00,0.9998,152,12.9,13.9,4.5,0,61.7,0,0,0,0,21,0,0,30.3,0,0,0,0,0,0,0,0,9.4,0,0.5
SCA-6_Chr1v1_00138,EXL3,41.9,30.5,53.3,0.754,2.3,0.69,-0.59,5.50E-01,1.00E+00,0.9998,153,4,5.8,13.5,104.1,11.8,31.9,18.7,18,39.8,14.8,23.8,79.8,0,0,10.8,418,2.7,70.7,37,12.1,13.6,14.6,48.8,11.4
SCA-6_Chr1v1_00140,HIP27,10.8,16.8,4.9,0.291,2.3,1.4,-1.28,2.00E-01,1.00E+00,0.9998,154,0,0,0,0,0,51.5,54.1,28.5,7.5,2.5,1.8,55.1,0,0,0,0,22.8,9.9,0,1.1,9.1,0,15.8,0
SCA-6_Chr1v1_00141,VP35A,169.7,166.3,173.1,1.093,2.3,0.44,0.29,7.70E-01,1.00E+00,0.9998,155,127.7,161.2,148,183.7,210.2,138.2,323.6,130,91.4,164.3,188.3,128.6,282.9,265.6,162.4,0,61.7,175.5,177.2,148.1,239.9,204.7,150.5,208.8
SCA-6_Chr1v1_00142,UBC28,13.6,5.8,21.4,1.615,2.3,1.33,0.52,6.00E-01,1.00E+00,0.9998,156,4.9,0,22.6,0,26.5,0,6.2,7.6,0,0,1.8,0,0,0,8.1,202,0,0.9,2.2,38.4,0,4.3,1.5,0
SCA-6_Chr1v1_00143,RHO1,1229.6,1321.8,1137.5,0.829,2.3,0.23,-1.18,2.40E-01,1.00E+00,0.9998,157,1476.1,1560.7,1345,2851.7,1560.9,1292.7,1052.9,709.8,903,1180.8,921.2,1006.4,1294.6,1206.3,1276.5,1346.2,1044.2,1089.9,837.5,1021.4,785.5,731.4,1343.1,1673.2
SCA-6_Chr1v1_00144,DHQS,128.9,117.7,140.2,1.198,2.3,0.28,0.92,3.60E-01,1.00E+00,0.9998,158,122.8,117.1,186,59.2,69.1,154.5,97.8,127.2,133.3,77.8,181.9,85.9,77.6,200.2,201.2,236.9,126,172.8,97.5,116.3,118.2,119.9,83.9,131.4
SCA-6_Chr1v1_00147,RAD17,10.5,5.6,15.3,2.669,2.3,1.22,1.16,2.40E-01,1.00E+00,0.9998,159,0,8.1,5.4,0,0,9,0,4.7,7.5,4.9,0,28,107.9,0,1.8,0,26.8,9.9,11.2,0,11.4,13.7,0,0.5
SCA-6_Chr1v1_00148,LIMYB,25.7,28.6,22.7,0.609,2.3,0.85,-0.84,4.00E-01,1.00E+00,0.9998,160,30.7,0,8.1,0,2.9,29.4,23.9,40.8,55.9,49.4,80.4,21.8,0,0,11.7,0,8,12.5,15.7,3.3,46.6,42,84.4,48.2
SCA-6_Chr1v1_00149,NRG2,55.3,80.2,30.3,0.544,2.3,0.71,-1.23,2.20E-01,1.00E+00,0.9998,161,79.2,161.2,64.1,316.4,82.3,107.9,2.1,15.2,8.6,108.7,9.1,7.6,47.4,0,57.7,0,4,41.2,44.8,5.5,75,36.8,24.9,26.4
SCA-6_Chr1v1_00150,APX3,9.9,5.4,14.4,4.364,2.3,1.13,1.88,6.00E-02,1.00E+00,0.9998,162,10.9,0,16.2,0,20.6,0,5.2,0,0,0,0,11.9,0,0,76.7,30.3,0,16.1,11.2,9.9,3.4,5.1,0.5,19.6
SCA-6_Chr1v1_00151,MS5L2,61.9,67,56.8,0.992,2.3,0.72,-0.02,9.90E-01,1.00E+00,0.9998,163,76.2,143.8,117.4,40.8,126.4,85,32.3,0,1.1,169.2,11.9,0,189.5,91.6,93.8,32,26.8,43.9,25.8,1.1,20.5,40.3,32.5,83.2
SCA-6_Chr1v1_00152,MYB08,6.3,3.1,9.6,4.104,2.3,1.4,1.46,1.40E-01,1.00E+00,0.9998,164,7.9,15.1,0.9,0,0,0,0,0,2.2,11.1,0,0,0,0,0,0,32.2,25.1,5.6,26.3,0,13.7,9.2,3.2
SCA-6_Chr1v1_00153,SCA-6_Chr1v1_00153,132.8,111.7,153.8,1.006,2.3,0.53,0.02,9.90E-01,1.00E+00,0.9998,165,20.8,17.4,131.8,75.5,57.3,43.3,26,148,182.8,35.8,287,315.2,0,74.6,119.1,412.3,24.1,233.7,33.6,128.4,36.4,143.9,348.7,291.1
SCA-6_Chr1v1_00154,PSA7,226.9,193.7,260.2,1.263,2.3,0.37,0.91,3.60E-01,1.00E+00,0.9998,166,142.6,90.4,307.8,83.7,136.7,124.3,44.7,309.4,180.6,130.9,421.3,351.8,161.8,403,446.5,246.3,100.5,515.8,104.3,147,123.9,149,265.9,458
SCA-6_Chr1v1_00155,AHK1,40.5,60.9,20.1,0.402,2.2,0.65,-2.01,4.40E-02,1.00E+00,0.9998,167,50.5,68.4,79.4,302.1,14.7,6.5,48.9,24.7,7.5,69.2,36.6,22.8,21.1,0,5.4,0,53.6,18.8,22.4,25.2,37.5,11.1,32.5,13.6
SCA-6_Chr1v1_00156,ERD7,207.2,231.3,183,0.812,2.2,0.25,-1.22,2.20E-01,1.00E+00,0.9998,168,308.9,235.4,159.8,214.3,285.1,266.5,223.7,238.2,216.1,156.9,231.2,239.3,248.7,94.2,197.6,47.5,266.7,223,220.9,219.4,209.2,215.8,133.7,119.6
SCA-6_Chr1v1_00158,PSMDA,126.2,123.7,128.7,0.989,2.2,0.64,-0.03,9.80E-01,1.00E+00,0.9998,169,90.1,44.1,151.7,0,161.7,155.4,77,138.5,139.8,69.2,299.8,156.7,0,104.7,62.2,0,103.2,264.2,97.5,185.4,45.5,147.3,309.1,225.1
SCA-6_Chr1v1_00159,MLO4,5.3,3.4,7.1,2.383,2.2,1.57,0.8,4.30E-01,1.00E+00,0.9998,170,7.9,0,2.7,0,0,6.5,0,0,0,22.2,1.8,0,48.7,0,0,0,0,6.3,15.7,1.1,8,0,5.6,0
SCA-6_Chr1v1_00160,RMR1,73.1,79.7,66.5,0.734,2.2,0.39,-1.15,2.50E-01,1.00E+00,0.9998,171,25.7,97.4,55.1,112.3,67.6,54,87.4,136.6,120.4,42,77.7,79.8,82.9,39.3,7.2,202.9,80.4,52.8,76.2,45,53.4,46.2,62,49.6
SCA-6_Chr1v1_00161,OPT7,5,6.8,3.2,0.464,2.2,1.47,-0.75,4.50E-01,1.00E+00,0.9998,172,8.9,0,4.5,0,2.9,4.1,0,23.7,5.4,16.1,15.5,0,9.2,0,0,0,6.7,0,0,11,0,0,11.2,0
SCA-6_Chr1v1_00163,CMKMT,26.2,22.9,29.6,1.285,2.2,0.71,0.51,6.10E-01,1.00E+00,0.9998,173,4,25.5,1.8,18.4,44.1,4.9,26,8.5,18.3,37.1,25.6,60.3,61.8,89,47.8,0,34.9,11.6,6.7,0,12.5,11.1,32,47.8
SCA-6_Chr1v1_00164,THLP1,4.1,4.6,3.7,1.035,2.2,1.53,0.03,9.70E-01,1.00E+00,0.9998,174,7.9,8.1,15.3,0,0,0,0,8.5,14,0,0.9,0,0,0,0,0,6.7,7.2,0,16.5,6.8,0,0.5,6.4
SCA-6_Chr1v1_00166,THLP1,21.8,11.4,32.1,1.749,2.2,0.83,0.97,3.30E-01,1.00E+00,0.9998,175,19.8,3.5,1.8,0,19.1,16.4,10.4,12.3,23.7,22.2,2.7,4.7,0,108.6,2.7,162.3,0,26.9,0,25.2,12.5,17.1,22.9,7.3
