name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,Early_OTA_1_R1,Early_OTA_1_R2,Early_OTA_1_R3,Early_OTA_2_R1,Early_OTA_2_R2,Early_OTA_2_R3,Early_PTA_1_R1,Early_PTA_1_R2,Early_PTA_1_R3,Early_PTA_2_R1,Early_PTA_2_R2,Early_PTA_2_R3
SCA-6_Chr9v1_26301,MON1,105.6,80.8,130.3,1.43,0.5,0.49,1.06,2.9e-01,1.0e+00,0.7474,1740,92.8,40.2,136.2,72.8,82.8,59.8,87.9,163.1,67.7,215.2,94.7,153.3
SCA-6_Chr4v1_12866,FRL4A,6291.3,7235.1,5347.6,0.798,-0.3,0.31,-1.06,2.9e-01,1.0e+00,0.7478,1742,7215.8,10407,5529.5,7751.6,5784.1,6722.4,7697.3,2990.6,5836.5,3840.1,7350,4371.1
SCA-6_Chr1v1_01079,NRPB4,83.5,65.8,101.2,1.834,0.9,0.83,1.06,2.9e-01,1.0e+00,0.7478,1742,68.9,30.9,148.2,53.3,0,93.4,38,189.7,130.5,0,57,192.1
SCA-6_Chr9v1_22939,TIL,437.1,308.7,565.5,1.4,0.5,0.46,1.05,2.9e-01,1.0e+00,0.7478,1743,335,137.2,608.2,170.5,243.2,358.2,142.6,272.9,524.3,1151.3,390.7,911.4
SCA-6_Chr1v1_00110,NRPB1,304,263.6,344.4,1.307,0.4,0.37,1.05,2.9e-01,1.0e+00,0.7488,1746,284.6,280.6,364.6,142.1,211.7,297.7,268.5,405.9,257.7,324.5,510.9,298.8
SCA-6_Chr1v1_02915,SUS2,323,270,376,1.359,0.4,0.42,1.05,2.9e-01,1.0e+00,0.7488,1747,228.9,182.6,342.9,197.2,297.2,371.4,134.3,261.4,395.5,404.1,450.2,610.2
SCA-6_Chr1v1_03409,SCA-6_Chr1v1_03409,250.8,321,180.7,0.691,-0.5,0.51,-1.05,2.9e-01,1.0e+00,0.7488,1748,280.2,406.5,149.8,504.5,427.3,157.6,402.8,320.3,137,0,148,75.9
SCA-6_Chr2v1_06204,DJB13,151.7,190.9,112.4,0.705,-0.5,0.48,-1.05,2.9e-01,1.0e+00,0.7488,1748,142.3,213.5,190.7,312.6,180.1,106.5,127.1,43.9,164.7,0,176,162.8
SCA-6_Chr2v1_07047,MIOX1,130.6,51.5,209.8,1.604,0.7,0.65,1.05,2.9e-01,1.0e+00,0.7488,1749,39.8,67.1,101.8,0,36.8,63.5,114.1,75.2,102.7,813.3,44.9,108.3
SCA-6_Chr3v1_09376,OPT6,249.7,232.1,267.3,1.355,0.4,0.42,1.05,2.9e-01,1.0e+00,0.7488,1750,322.6,167.1,168.3,346.4,214.3,173.6,442,367.8,220.2,32.9,396.8,143.9
SCA-6_Chr4v1_12700,NDADA,513.3,592.4,434.2,0.795,-0.3,0.31,-1.05,2.9e-01,1.0e+00,0.7488,1751,509.2,694.3,739.6,293.1,727.1,591,610.7,366.6,561.8,158.2,405.3,502.7
SCA-6_Chr6v1_18899,SRF8,2377.7,3011.9,1743.6,0.704,-0.5,0.48,-1.05,2.9e-01,1.0e+00,0.7488,1751,3200,2961.8,1645.8,6160.1,2619.2,1484.7,3997.2,2930.4,1541.9,259.4,1342.1,390.5
SCA-6_Chr8v1_21632,CYQ32,84.1,108.4,59.8,0.665,-0.6,0.56,-1.05,2.9e-01,1.0e+00,0.7488,1752,55.7,93.9,59.3,188.3,169.6,83.9,54.7,55.5,37.5,0,145.6,65.6
SCA-6_Chr2v1_07051,DIM,1992.6,2231.8,1753.4,0.805,-0.3,0.3,-1.05,2.9e-01,1.0e+00,0.7491,1754,2458.3,2738.9,2346.1,2115.5,1854,1877.9,2529.7,1904.7,2323.8,1399.8,1251.1,1111.4
SCA-6_Chr6v1_16805,ATB14,240.9,317.2,164.6,0.655,-0.6,0.58,-1.05,2.9e-01,1.0e+00,0.7491,1754,222.8,258.9,100.2,849.1,285.3,186.8,488.4,143.4,147.6,0,84.9,123.3
SCA-6_Chr10v1_27239,GATA8,201.6,248.5,154.7,0.748,-0.4,0.4,-1.05,2.9e-01,1.0e+00,0.7492,1755,282.9,304.3,263.6,147.4,330,162.7,206.8,182.7,115.8,0,251.2,171.5
SCA-6_Chr10v1_28148,AZG1,107.1,99.8,114.2,1.371,0.5,0.43,1.05,2.9e-01,1.0e+00,0.7492,1756,121.1,69.1,136.2,87,96,89.7,130.7,168.8,108.4,0,172.3,105.1
SCA-6_Chr2v1_04106,DDB1,115.8,151.1,80.4,0.662,-0.6,0.57,-1.05,2.9e-01,1.0e+00,0.7492,1757,92.8,117.6,143.4,333.9,97.3,121.8,35.6,87.9,146,0,51,162
SCA-6_Chr2v1_07003,TMK3,222.9,261.8,183.9,0.706,-0.5,0.48,-1.05,2.9e-01,1.0e+00,0.7492,1758,322.6,203.2,242,133.2,453.6,216,89.1,48.6,261.7,116.6,205.1,382.6
SCA-6_Chr3v1_09560,WNK4,104.2,136.5,72,0.658,-0.6,0.58,-1.05,2.9e-01,1.0e+00,0.7492,1758,176.8,122.8,53.7,314.4,98.6,52.5,61.8,46.3,112.5,0.7,110.4,100.4
SCA-6_Chr3v1_10078,GPX8,76.9,62.1,91.6,1.788,0.8,0.8,1.05,2.9e-01,1.0e+00,0.7492,1759,80.4,33,109,0,46,104.3,27.3,152.7,140.2,0,88.6,140.7
SCA-6_Chr6v1_17759,RS30,919.5,1264.9,574.1,0.647,-0.6,0.6,-1.05,2.9e-01,1.0e+00,0.7492,1760,774.4,1670.2,284.4,3488.6,704.8,666.8,1915.4,172.3,483.5,49,530.3,294
SCA-6_Chr1v1_02973,SCA-6_Chr1v1_02973,151.4,177.7,125,0.672,-0.6,0.55,-1.05,2.9e-01,1.0e+00,0.7495,1761,144.1,383.8,100.2,136.8,199.9,101.4,188.9,41.6,93.8,173.2,194.2,58.5
SCA-6_Chr2v1_04847,SRK2B,1278.1,1429.9,1126.4,0.814,-0.3,0.28,-1.05,2.9e-01,1.0e+00,0.7495,1762,1139.4,1349.4,1169.8,2247,1443.7,1230.1,1444.9,970.3,1093.4,1041.7,1179.5,1028.4
SCA-6_Chr3v1_08936,LUC7L,393.5,474.6,312.4,0.701,-0.5,0.49,-1.05,2.9e-01,1.0e+00,0.7495,1763,507.4,592.1,322.1,577.3,569.3,279.4,753.3,222,159,211.6,433.2,95.6
SCA-6_Chr6v1_19061,Y3515,109.2,132.2,86.2,0.607,-0.7,0.69,-1.05,3.0e-01,1.0e+00,0.7495,1764,107.8,126.9,77.7,303.7,102.6,74.4,103.4,2.3,69.3,129.3,105.6,107.5
SCA-6_Chr8v1_21725,OFUT7,390.5,331.7,449.3,1.457,0.5,0.52,1.05,2.9e-01,1.0e+00,0.7495,1764,381,341.5,223.6,543.5,266.9,233.5,1327.2,399,256.8,251.7,341,120.1
SCA-6_Chr5v1_14473,SCA-6_Chr5v1_14473,106.5,73.8,139.2,1.598,0.7,0.65,1.05,3.0e-01,1.0e+00,0.7495,1765,65.4,25.8,94.5,115.5,48.6,92.7,8.3,187.3,74.2,234.9,161.4,169.2
SCA-6_Chr1v1_03421,BRM,827.1,951.8,702.5,0.774,-0.4,0.35,-1.05,3.0e-01,1.0e+00,0.7495,1766,1105,983.1,817.3,882.8,1154.4,768.3,1460.3,396.7,686.6,394.2,817.9,459.2
SCA-6_Chr2v1_07274,GDAP2,160.2,118,202.3,1.725,0.8,0.75,1.05,3.0e-01,1.0e+00,0.7495,1767,129.1,37.1,233.2,51.5,130.2,126.9,1.2,182.7,139.4,197.7,131.1,562
SCA-6_Chr4v1_12620,LUH,181.9,168.7,195.2,0.767,-0.4,0.37,-1.05,3.0e-01,1.0e+00,0.7495,1767,234.3,137.2,161.9,113.7,199.9,164.9,174.7,123.7,116.6,519.6,133.5,102.8
SCA-6_Chr5v1_14366,PXC1,367.3,393.8,340.7,0.75,-0.4,0.4,-1.05,3.0e-01,1.0e+00,0.7495,1768,495,364.2,520.8,191.8,495.7,295.5,405.2,351.6,373.4,480.5,71.6,362
SCA-6_Chr7v1_20804,SSDH,221.2,167.8,274.5,1.385,0.5,0.45,1.05,3.0e-01,1.0e+00,0.7495,1769,171.5,125.9,304.5,58.6,132.8,213.8,140.2,288,257.7,477.9,163.8,319.3
SCA-6_Chr1v1_02005,U74E2,110.7,132.6,88.9,0.703,-0.5,0.49,-1.04,3.0e-01,1.0e+00,0.7497,1770,90.2,222.8,72.9,165.2,160.4,83.9,86.7,120.3,52.2,60.3,173.5,40.3
SCA-6_Chr10v1_26575,IQD14,944.9,1034.6,855.2,0.795,-0.3,0.32,-1.04,3.0e-01,1.0e+00,0.7497,1771,1379.9,1165.7,974.3,474.3,1271.5,941.9,1187,763.3,917.3,943.8,718.4,601.5
SCA-6_Chr10v1_26718,CLC2,1156.1,1364.1,948,0.775,-0.4,0.35,-1.04,3.0e-01,1.0e+00,0.7497,1771,1230.5,2140.6,877.4,1477.9,1562.1,895.9,1457.9,1001.5,1257.3,478.6,995,498
SCA-6_Chr10v1_28263,SCA-6_Chr10v1_28263,729,848.8,609.3,0.796,-0.3,0.32,-1.04,3.0e-01,1.0e+00,0.7497,1772,750.5,654,845.3,1113.7,1003.2,725.9,596.5,396.7,872.5,104.9,621.3,1063.9
SCA-6_Chr2v1_06185,OP24A,188,255.8,120.3,0.671,-0.6,0.55,-1.04,3.0e-01,1.0e+00,0.7497,1773,156.5,306.4,80.1,637.7,185.4,168.5,212.7,64.8,203,0,179.6,61.7
SCA-6_Chr2v1_06983,SCA-6_Chr2v1_06983,180.3,138.2,222.3,1.553,0.6,0.61,1.04,3.0e-01,1.0e+00,0.7497,1774,147.6,64,294.9,19.5,74.9,228.4,66.5,255.6,204.7,261.6,163.8,381.8
SCA-6_Chr7v1_20648,PP307,346.8,444.1,249.6,0.694,-0.5,0.51,-1.04,3.0e-01,1.0e+00,0.7497,1774,360.7,504.5,174.7,802.9,620.6,201.4,469.3,496.1,268.3,0,155.3,108.3
SCA-6_Chr8v1_20980,AOS1,82.9,75.6,90.3,1.475,0.6,0.54,1.04,3.0e-01,1.0e+00,0.7497,1775,79.6,113.5,42.5,62.2,72.3,83.2,174.7,113.3,94.6,0,122.6,36.4
SCA-6_Chr8v1_21218,VP35B,152.9,133.3,172.6,1.36,0.4,0.43,1.04,3.0e-01,1.0e+00,0.7497,1776,133.5,110.4,133.8,159.9,157.8,104.3,317.3,197.8,133.7,123.9,163.8,98.8
SCA-6_Chr9v1_22998,CCD25,365.5,348.7,382.3,1.323,0.4,0.39,1.04,3.0e-01,1.0e+00,0.7497,1777,361.5,435.3,258,545.3,301.1,191.2,488.4,725.1,353.1,0,532.7,194.4
SCA-6_Chr9v1_23709,RHN1,298.9,283.6,314.2,1.343,0.4,0.41,1.04,3.0e-01,1.0e+00,0.7497,1777,310.3,293,235.6,286,241.9,334.9,506.2,556.3,341.6,0,376.2,105.1
SCA-6_Chr9v1_24203,COL5,1072.9,1008.3,1137.5,1.216,0.3,0.27,1.04,3.0e-01,1.0e+00,0.7497,1778,943.2,1153.3,837.3,1040.9,761.3,1314,1450.8,917.1,1157,818.1,1195.3,1286.8
SCA-6_Chr2v1_06716,FABG1,363.6,330.8,396.3,1.31,0.4,0.37,1.04,3.0e-01,1.0e+00,0.7517,1784,424.3,264.1,588.1,140.3,248.5,319.6,301.8,399,552.8,207.9,398,518.5
SCA-6_Chr8v1_21004,NAC82,100.5,56,145,1.792,0.8,0.81,1.04,3.0e-01,1.0e+00,0.7517,1785,47.7,32,52.9,16,69.7,117.5,0,149.2,54.6,284.3,279.1,102.8
SCA-6_Chr7v1_19788,PXMP2,78.6,106.8,50.4,0.588,-0.8,0.74,-1.04,3.0e-01,1.0e+00,0.7522,1786,86.6,66,75.3,218.5,92,102.1,51.1,1.2,56.3,0,103.1,90.9
SCA-6_Chr4v1_12350,COG5,79.5,67.8,91.2,1.599,0.7,0.65,1.04,3.0e-01,1.0e+00,0.7524,1788,111.4,57.8,107.4,46.2,10.5,73.7,59.4,173.5,122.3,0,42.5,149.4
SCA-6_Chr10v1_27550,SCA-6_Chr10v1_27550,188.7,235.2,142.1,0.723,-0.5,0.45,-1.04,3.0e-01,1.0e+00,0.7528,1789,223.6,235.2,158.6,309.1,368.2,116.7,76,174.6,175.3,0,256,170.7
SCA-6_Chr6v1_18049,RL44,89.9,45.6,134.4,1.7,0.8,0.74,1.04,3.0e-01,1.0e+00,0.7528,1790,52.2,24.8,64.9,7.1,17.1,107.2,21.4,67.1,126.4,369.4,24.3,197.6
SCA-6_Chr6v1_18372,RD21A,336,430,242,0.7,-0.5,0.5,-1.04,3.0e-01,1.0e+00,0.7528,1791,385.4,801.6,274,389,415.5,314.5,565.6,333.1,189.2,0,309.4,54.5
SCA-6_Chr6v1_18961,UPL5,198.1,146.1,250,1.66,0.7,0.71,1.04,3.0e-01,1.0e+00,0.7528,1792,154.7,83.6,173.1,0,181.5,283.8,78.4,312.2,303.3,288.3,242.7,275.1
SCA-6_Chr8v1_21914,SCA-6_Chr8v1_21914,116.6,99.7,133.6,1.522,0.6,0.58,1.04,3.0e-01,1.0e+00,0.7528,1792,46.9,18.6,99.4,126.1,185.4,121.8,268.5,149.2,106.8,0,80.1,196.8
SCA-6_Chr3v1_09508,STAR7,376.6,284.4,468.8,1.386,0.5,0.45,1.04,3.0e-01,1.0e+00,0.7529,1793,251.9,149.6,476.7,339.3,159.1,329.8,149.7,422.1,314.7,824.7,328.8,773
SCA-6_Chr8v1_21330,NPC1,256.3,251,261.6,0.76,-0.4,0.38,-1.04,3.0e-01,1.0e+00,0.7529,1794,254.6,295,205.1,245.1,248.5,257.5,281.6,168.8,258.5,610.2,163.8,86.9
SCA-6_Chr1v1_02593,LNG1,959.4,1122.5,796.2,0.783,-0.4,0.34,-1.04,3.0e-01,1.0e+00,0.7529,1795,906.9,1637.2,600.1,1291.3,1289.9,1009.7,1096.7,1055.8,908.3,546.2,758.4,411.8
SCA-6_Chr4v1_12056,TBL19,199.3,247.7,151,0.747,-0.4,0.41,-1.03,3.0e-01,1.0e+00,0.7541,1799,256.4,174.3,423.1,156.3,290.6,185.3,255.5,220.9,148.4,0,167.5,113.8
SCA-6_Chr1v1_03343,Y5162,133.8,116.2,151.4,1.373,0.5,0.44,1.03,3.0e-01,1.0e+00,0.7541,1799,114,103.2,161.9,42.6,124.9,150.3,179.4,202.4,160.6,103.8,118.9,143.1
SCA-6_Chr2v1_04062,RL7,266.6,328.4,204.8,0.725,-0.5,0.45,-1.03,3.0e-01,1.0e+00,0.7541,1800,373.9,234.2,282,479.6,378.7,221.8,501.4,156.1,239.7,0,237.8,94.1
SCA-6_Chr2v1_04636,CYPH,577.6,403.7,751.5,1.55,0.6,0.61,1.03,3.0e-01,1.0e+00,0.7541,1801,457,183.6,534.4,127.9,531.2,588,73.7,235.9,871.6,146.5,235.4,2946
SCA-6_Chr2v1_05171,SCA-6_Chr2v1_05171,82.6,94.2,70.9,0.64,-0.6,0.62,-1.03,3.0e-01,1.0e+00,0.7541,1802,50.4,70.2,65.7,111.9,203.8,63.5,177,35.8,108.4,24.8,12.1,67.2
SCA-6_Chr5v1_16429,NLAL1,120.7,102.7,138.8,1.545,0.6,0.61,1.03,3.0e-01,1.0e+00,0.7541,1802,74.3,50.5,166.7,186.5,81.5,56.9,58.2,198.9,291.1,0,42.5,241.9
SCA-6_Chr9v1_24126,NUP43,83.9,109.8,58,0.581,-0.8,0.76,-1.03,3.0e-01,1.0e+00,0.7541,1803,91.9,133.1,63.3,135,170.9,64.9,177,1.2,46.5,0,81.3,41.9
SCA-6_Chr9v1_25128,AGUB,105.7,149.2,62.2,0.536,-0.9,0.87,-1.03,3.0e-01,1.0e+00,0.756,1808,64.5,135.1,14.4,408.5,247.2,25.5,172.3,53.2,12.2,0,131.1,4.7
SCA-6_Chr7v1_20379,ICR4,252.4,339.6,165.1,0.692,-0.5,0.52,-1.03,3.0e-01,1.0e+00,0.7567,1811,187.4,394.1,147.4,863.3,236.7,208.7,335.1,153.8,226.7,0,211.1,64
SCA-6_Chr1v1_01159,ACT7,443.6,337.5,549.7,1.448,0.5,0.52,1.03,3.0e-01,1.0e+00,0.7568,1812,298.8,178.5,643.4,463.6,213,227.6,146.2,419.8,414.2,619.7,235.4,1463.1
SCA-6_Chr1v1_03114,SYPC,449.1,522.8,375.4,0.737,-0.4,0.43,-1.03,3.0e-01,1.0e+00,0.7568,1812,578.1,450.8,435.1,838.4,387.9,446.5,862.6,225.5,290.3,302.5,378.6,192.9
SCA-6_Chr1v1_03453,SCA-6_Chr1v1_03453,138.1,126.8,149.4,1.404,0.5,0.48,1.03,3.0e-01,1.0e+00,0.7568,1813,128.2,105.2,157,124.3,98.6,147.4,199.6,70.5,260.9,0,268.2,97.2
SCA-6_Chr3v1_08292,NRP2,1641.9,1905.6,1378.2,0.762,-0.4,0.38,-1.03,3.0e-01,1.0e+00,0.7568,1814,1829.8,2470.7,1080.9,2955.7,2234,862.4,1569.6,2272.4,1466.1,1135.6,1168.6,656.9
SCA-6_Chr4v1_13275,SYD,789.1,920,658.2,0.805,-0.3,0.3,-1.03,3.0e-01,1.0e+00,0.7568,1815,869.8,973.8,646.6,1314.4,825.7,889.4,882.8,1026.9,547.9,346.7,753.6,391.3
SCA-6_Chr9v1_22786,Y1864,333,244.5,421.5,1.292,0.4,0.36,1.03,3.0e-01,1.0e+00,0.7568,1815,287.3,182.6,241.2,159.9,312.9,283.1,197.2,399,305.8,939.7,231.8,455.3
SCA-6_Chr9v1_23590,SCA-6_Chr9v1_23590,312.3,287,337.6,1.405,0.5,0.48,1.03,3.0e-01,1.0e+00,0.7568,1816,267.8,432.2,492.8,127.9,157.8,243.7,203.2,279.9,269.9,0,542.4,730.4
SCA-6_Chr2v1_05668,3AT1,251.6,292.3,211,0.708,-0.5,0.48,-1.03,3.0e-01,1.0e+00,0.757,1818,313.8,178.5,333.3,87,511.5,329.8,142.6,68.2,207.9,248.8,326.4,271.9
SCA-6_Chr6v1_18867,BAP31,87.6,51,124.2,2.02,1,0.99,1.03,3.0e-01,1.0e+00,0.757,1818,35.4,60.9,121.8,26.6,0,61.3,0,84.4,161.4,188.2,57,254.5
SCA-6_Chr8v1_21054,MAG1,153.3,114.6,192,1.454,0.5,0.53,1.03,3.0e-01,1.0e+00,0.757,1819,150.3,79.4,134.6,127.9,50,145.2,32.1,211.6,226.7,324.8,150.5,206.3
SCA-6_Chr3v1_08653,WDR74,161.6,229.7,93.6,0.642,-0.6,0.62,-1.03,3.0e-01,1.0e+00,0.7578,1822,84.9,165.1,89.7,829.5,123.6,85.4,190.1,107.5,127.2,4.7,65.5,66.4
SCA-6_Chr5v1_14737,HINT1,283.5,256.6,310.4,1.404,0.5,0.48,1.03,3.0e-01,1.0e+00,0.7578,1822,312,173.3,417.5,63.9,169.6,403.5,232.9,390.9,500.6,0,216,521.7
SCA-6_Chr9v1_23722,ASIL1,263.1,330.5,195.7,0.738,-0.4,0.43,-1.03,3.0e-01,1.0e+00,0.7578,1823,278.4,565.3,234.8,349.9,306.4,248.1,279.2,314.6,290.3,0,217.2,72.7
SCA-6_Chr2v1_05554,SCP35,206.9,218.4,195.4,0.744,-0.4,0.42,-1.03,3.1e-01,1.0e+00,0.7582,1825,133.5,276.5,165.9,179.4,341.9,213,126,267.1,119,366.5,110.4,183.4
SCA-6_Chr1v1_03457,SCA-6_Chr1v1_03457,100.5,88.5,112.6,1.499,0.6,0.57,1.02,3.1e-01,1.0e+00,0.7583,1826,61.9,84.6,150.6,16,96,121.8,73.7,127.2,218.5,0,117.7,138.3
SCA-6_Chr3v1_07771,FIP37,193.2,223.7,162.7,0.759,-0.4,0.39,-1.02,3.1e-01,1.0e+00,0.7583,1827,206.8,215.6,197.9,273.5,276.1,172.2,231.7,99.5,260.9,94.6,166.2,123.3
SCA-6_Chr4v1_11496,SCA-6_Chr4v1_11496,558.5,429.4,687.6,1.374,0.5,0.45,1.02,3.1e-01,1.0e+00,0.7583,1828,427,114.5,447.1,390.8,594.3,602.6,327.9,544.7,756.7,926.6,277.9,1291.6
SCA-6_Chr7v1_19506,SCA-6_Chr7v1_19506,100.7,78.2,123.1,1.552,0.6,0.62,1.02,3.1e-01,1.0e+00,0.7583,1828,66.3,91.8,115.4,32,30.2,133.5,25,212.8,56.3,124.6,138.3,181.8
SCA-6_Chr8v1_21626,CYB5D,165.4,203.1,127.7,0.647,-0.6,0.61,-1.02,3.1e-01,1.0e+00,0.7583,1829,234.3,220.8,280.4,335.7,80.2,67.1,276.9,144.6,216.9,50.4,24.3,53
SCA-6_Chr1v1_02182,THIK2,96.2,65,127.3,1.571,0.7,0.64,1.02,3.1e-01,1.0e+00,0.7586,1831,64.5,70.2,133.8,32,14.5,75.1,22.6,127.2,107.6,249.9,83.7,173.1
SCA-6_Chr1v1_02715,HUAL3,268.9,314.1,223.7,0.744,-0.4,0.42,-1.02,3.1e-01,1.0e+00,0.7586,1831,298.8,248.6,142.6,699.8,303.7,191.2,166.4,262.5,225,232.4,254.8,200.8
SCA-6_Chr1v1_02887,RL222,273.1,356.6,189.7,0.651,-0.6,0.61,-1.02,3.1e-01,1.0e+00,0.7586,1832,137.9,406.5,252.4,1040.9,94.7,207.2,153.3,69.4,183.5,168.1,108,456.1
SCA-6_Chr1v1_03117,PGLR,372,341.4,402.6,0.752,-0.4,0.4,-1.02,3.1e-01,1.0e+00,0.7586,1833,493.3,173.3,380.6,104.8,646.9,249.5,307.7,242.9,389.8,1086.3,61.9,327.2
SCA-6_Chr10v1_27157,ATM,273.5,328.5,218.5,0.802,-0.3,0.31,-1.02,3.1e-01,1.0e+00,0.7586,1834,368.6,325,268.4,346.4,337.9,324.7,204.4,247.5,324.5,0,298.5,236.3
SCA-6_Chr10v1_27773,NACA,821.9,1024.8,618.9,0.716,-0.5,0.47,-1.02,3.1e-01,1.0e+00,0.7586,1834,572.8,1951.8,418.3,1854.4,827,524.6,1225.1,462.6,552,348.6,327.6,797.5
SCA-6_Chr2v1_04588,UPL3,431.3,508.8,353.9,0.807,-0.3,0.3,-1.02,3.1e-01,1.0e+00,0.7586,1835,555.1,579.8,552.1,479.6,525.9,360.4,497.9,316.9,313.1,51.5,483,460.8
SCA-6_Chr3v1_08589,BT1,89.6,81.4,97.9,1.494,0.6,0.57,1.02,3.1e-01,1.0e+00,0.7586,1836,89.3,35.1,136.2,56.8,103.9,67.1,39.2,75.2,113.3,0,183.2,176.3
SCA-6_Chr4v1_13376,TCTP,1112,957.9,1266.1,1.415,0.5,0.49,1.02,3.1e-01,1.0e+00,0.7586,1837,932.6,494.1,1415.8,463.6,1568.6,872.6,291.1,1461.8,1028.2,632.1,497.5,3685.8
SCA-6_Chr6v1_17632,DDX11,135.5,169.8,101.3,0.641,-0.6,0.63,-1.02,3.1e-01,1.0e+00,0.7586,1837,186.5,165.1,64.9,158.1,322.1,121.8,374.3,86.7,63.6,0,51,32.4
SCA-6_Chr6v1_18645,Y7633,80.9,107.6,54.2,0.569,-0.8,0.79,-1.02,3.1e-01,1.0e+00,0.7586,1838,121.1,122.8,115.4,71.1,106.5,108.7,152.1,0,58.7,0,91,23.7
SCA-6_Chr1v1_01418,1433B,349.4,266.2,432.6,1.414,0.5,0.49,1.02,3.1e-01,1.0e+00,0.7593,1841,307.6,198.1,399.8,76.4,270.9,344.4,114.1,321.5,356.3,634.3,271.8,897.9
SCA-6_Chr5v1_16033,B2,924.3,1071.5,777.1,0.75,-0.4,0.41,-1.02,3.1e-01,1.0e+00,0.7593,1841,889.3,1273,463.1,2236.3,821.8,745.6,806.8,1260.5,692.3,940.8,771.8,190.5
SCA-6_Chr7v1_19333,TOP1B,2872.5,3601.6,2143.5,0.748,-0.4,0.41,-1.02,3.1e-01,1.0e+00,0.7593,1842,2405.3,4338,1775.6,7220.5,3498.8,2371.1,4247.9,2629.8,1997.7,465.1,2746.1,774.6
SCA-6_Chr2v1_04146,EF1G2,1559.1,1840.9,1277.2,0.768,-0.4,0.37,-1.02,3.1e-01,1.0e+00,0.7594,1843,1046.6,2471.8,1479.9,3346.5,1212.3,1488.3,1005.2,677.7,1466.9,1124.6,1393.1,1995.8
SCA-6_Chr3v1_07682,BOR2,115.8,47.4,184.2,1.688,0.8,0.74,1.02,3.1e-01,1.0e+00,0.7594,1844,66.3,28.9,70.5,0,17.1,101.4,48.7,86.7,50.6,690.9,49.8,178.6
SCA-6_Chr3v1_08080,PIN1A,272.3,339,205.5,0.687,-0.5,0.53,-1.02,3.1e-01,1.0e+00,0.7594,1845,448.2,383.8,341.3,476,203.8,180.9,633.3,129.5,210.4,0,201.4,58.5
SCA-6_Chr3v1_09608,BAZ1A,321.2,405.4,237,0.708,-0.5,0.49,-1.02,3.1e-01,1.0e+00,0.7594,1845,438.4,430.2,319.7,552.4,407.6,283.8,531.1,106.4,168.8,0,512.1,103.5
SCA-6_Chr4v1_12469,GDIR,99.3,91.5,107.1,1.439,0.5,0.52,1.02,3.1e-01,1.0e+00,0.7594,1846,87.5,70.2,69.7,87,84.2,150.3,41.6,192,190,0,109.2,109.9
SCA-6_Chr8v1_21308,OFT16,120.8,152,89.5,0.688,-0.5,0.53,-1.02,3.1e-01,1.0e+00,0.7594,1847,160.9,235.2,105,127.9,118.3,164.9,250.7,76.3,95.4,0,65.5,49
SCA-6_Chr9v1_26299,RL123,88.1,133.2,43,0.549,-0.9,0.85,-1.02,3.1e-01,1.0e+00,0.7594,1848,77.8,130,45.7,396.1,30.2,119.7,52.3,0,19.6,0,88.6,97.2
SCA-6_Chr1v1_00275,R13L4,191.8,191.1,192.5,0.768,-0.4,0.37,-1.02,3.1e-01,1.0e+00,0.7596,1849,181.2,208.4,248.4,168.7,176.2,163.4,230.5,89,181,332.1,89.8,232.4
SCA-6_Chr5v1_15726,C89A2,143.3,181.2,105.5,0.699,-0.5,0.51,-1.02,3.1e-01,1.0e+00,0.7596,1850,154.7,244.5,158.6,213.2,245.9,70,198.4,104.1,67.7,0,197.8,64.8
SCA-6_Chr2v1_05369,RNAAM,144.5,138.2,150.8,1.403,0.5,0.48,1.02,3.1e-01,1.0e+00,0.7599,1851,85.7,151.6,97.8,278.9,124.9,90.5,292.3,200.1,161.4,0,167.5,83.8
SCA-6_Chr5v1_16023,APRL5,88.8,75.9,101.8,1.45,0.5,0.53,1.02,3.1e-01,1.0e+00,0.7599,1852,85.7,58.8,118.6,32,76.3,83.9,52.3,120.3,137,42.7,60.7,197.6
SCA-6_Chr3v1_10411,SCAM4,181.1,225.4,136.8,0.72,-0.5,0.47,-1.02,3.1e-01,1.0e+00,0.76,1853,162.6,327,230,319.7,149.9,163.4,160.4,55.5,188.4,0,160.2,256.1
SCA-6_Chr10v1_27326,VP241,107.8,77.3,138.3,1.367,0.5,0.44,1.01,3.1e-01,1.0e+00,0.7604,1855,48.6,90.8,95.3,101.2,71,56.9,130.7,119.1,85.6,304,72.8,117.8
SCA-6_Chr3v1_08036,ASP,3601.6,3021.3,4181.9,1.443,0.5,0.52,1.01,3.1e-01,1.0e+00,0.7611,1857,1840.4,3135.1,2201.9,5895.4,2382.5,2672.5,1566.1,1091.7,3030.8,2547.4,3269.1,13586
SCA-6_Chr1v1_00128,LRP1C,195.5,180.2,210.8,1.396,0.5,0.48,1.01,3.1e-01,1.0e+00,0.762,1860,160.9,135.1,286,51.5,160.4,287.5,134.3,314.6,309,3.7,243.9,259.3
SCA-6_Chr1v1_01254,RABC1,88.4,94.9,81.9,0.679,-0.6,0.55,-1.01,3.1e-01,1.0e+00,0.762,1861,68.9,90.8,54.5,238,50,67.1,77.2,53.2,27.7,210.8,54.6,68
