name,gene,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,Late_OTA_3_R1,Late_OTA_3_R2,Late_OTA_3_R3,Late_OTA_4_R1,Late_OTA_4_R2,Late_OTA_4_R3,Late_PTA_3_R1,Late_PTA_3_R2,Late_PTA_3_R3,Late_PTA_4_R1,Late_PTA_4_R2,Late_PTA_4_R3
SCA-6_Chr8v1_22504,PTR9,110.2,95.2,125.2,1.354,0.4,0.47,0.93,3.5e-01,1.0e+00,0.9998,13200,29.5,110.6,152,35.7,151.2,92.4,94,119.3,151.9,129,117.6,139.1
SCA-6_Chr8v1_22506,PATL5,1255,1371.3,1138.8,0.9,-0.2,0.34,-0.45,6.5e-01,1.0e+00,0.9998,13201,2093.8,1574.1,1620.3,714.6,1195.1,1029.7,1511,1860.2,1436.7,552,786.2,686.8
SCA-6_Chr8v1_22508,CATIN,291.5,327,256.1,0.764,-0.4,0.47,-0.83,4.1e-01,1.0e+00,0.9998,13202,452.5,220.2,263,630.9,92.6,303,370.7,220.6,378.5,381.3,106.4,79
SCA-6_Chr8v1_22509,SCA-6_Chr8v1_22509,8.8,13,4.6,0.23,-2.1,1.29,-1.65,9.9e-02,1.0e+00,0.9998,13203,10.6,18.9,4.7,32.6,11.3,0,0,10.8,0,6.6,2.1,8.2
SCA-6_Chr8v1_22510,PATL3,2078.5,2296.5,1860.5,0.918,-0.1,0.4,-0.31,7.6e-01,1.0e+00,0.9998,13204,2648.7,1347.9,1800.3,5483.9,1408.6,1089.5,2006.5,1796.3,3755.5,1381.1,1118.1,1105.6
SCA-6_Chr8v1_22511,SCA-6_Chr8v1_22511,296.8,334.3,259.2,1.154,0.2,0.48,0.43,6.7e-01,1.0e+00,0.9998,13205,348.8,260,220.9,975,160.6,40.6,316.6,227.8,494.4,246.6,158.2,111.6
SCA-6_Chr8v1_22512,CMBL,529.8,435.9,623.6,1.128,0.2,0.47,0.37,7.1e-01,1.0e+00,0.9998,13206,111.9,390.5,557.6,117.8,754.8,682.9,218.8,353.2,359.8,539.7,1148.5,1121.9
SCA-6_Chr8v1_22513,RN170,48.6,47.8,49.5,1.051,0.1,0.52,0.14,8.9e-01,1.0e+00,0.9998,13207,44.8,43.8,43.3,29.5,86,39.5,14.2,50.6,72,41.7,55.6,62.7
SCA-6_Chr8v1_22515,SCA-6_Chr8v1_22515,13.4,9.1,17.6,3.004,1.6,1.35,1.17,2.4e-01,1.0e+00,0.9998,13208,16.5,0,18.7,17.1,1.9,0.5,47.6,22.9,0,21.8,13.4,0
SCA-6_Chr8v1_22516,MLH1,148.5,159.9,137.1,0.733,-0.4,0.37,-1.22,2.2e-01,1.0e+00,0.9998,13209,143.7,114.6,130.9,165.9,199.3,205.2,64.4,176,65.3,205.8,155.5,155.4
SCA-6_Chr8v1_22520,MFS12,47.4,64.1,30.7,0.522,-0.9,0.6,-1.58,1.2e-01,1.0e+00,0.9998,13210,68.3,56.8,123.9,26.4,69,40.1,42.5,79.6,12,19,12.3,18.9
SCA-6_Chr8v1_22523,PRP16,168.9,160.1,177.7,1.147,0.2,0.32,0.62,5.4e-01,1.0e+00,0.9998,13211,208.6,167.4,199.9,117.8,151.2,115.4,218.8,88,310.5,134.7,181.2,133
SCA-6_Chr8v1_22525,OPR2,30.3,31.8,28.8,0.774,-0.4,0.66,-0.56,5.8e-01,1.0e+00,0.9998,13212,10.6,25.9,7,21.7,59.5,66.3,12.9,41,16,25.6,47,30.1
SCA-6_Chr8v1_22526,IAN9,398,396.8,399.2,1.018,0,0.36,0.07,9.4e-01,1.0e+00,0.9998,13213,338.2,425.4,388.1,220.1,664.1,344.7,312.7,589.5,393.1,192.6,473.5,433.6
SCA-6_Chr8v1_22529,CEPR2,94.5,98.6,90.4,1.038,0.1,0.55,0.1,9.2e-01,1.0e+00,0.9998,13214,136.7,128.5,126.3,17.1,121.9,60.9,204.6,142.3,44,48.4,67.9,35.2
SCA-6_Chr8v1_22530,SCA-6_Chr8v1_22530,28.9,28.8,29,0.875,-0.2,0.81,-0.24,8.1e-01,1.0e+00,0.9998,13215,64.8,27.9,15.2,14,20.8,29.9,23.2,49.4,0,35.1,49.2,16.8
SCA-6_Chr8v1_22534,AGL12,5.3,5.2,5.5,1.675,0.7,1.68,0.44,6.6e-01,1.0e+00,0.9998,13216,0,10,0,15.5,5.7,0,3.9,1.2,17.3,10.4,0,0
SCA-6_Chr8v1_22537,SMU1,322.7,325.2,320.1,0.851,-0.2,0.36,-0.64,5.2e-01,1.0e+00,0.9998,13217,160.2,364.6,368.2,165.9,337.3,554.7,119.7,348.4,285.2,215.3,438.2,514.1
SCA-6_Chr8v1_22539,C93B1,53.8,83.5,24.2,0.305,-1.7,0.79,-2.16,3.0e-02,1.0e+00,0.9998,13218,152,185.3,36.2,32.6,75.6,19.2,28.3,31.3,0,33.2,9.1,43.3
SCA-6_Chr8v1_22542,CAPZB,53.1,59.5,46.7,0.614,-0.7,0.64,-1.1,2.7e-01,1.0e+00,0.9998,13219,22.4,45.8,63.1,69.8,98.2,57.7,2.6,59.1,32,47.4,41.7,97.3
SCA-6_Chr8v1_22543,P23A,1039.4,1100.8,977.9,0.903,-0.1,0.2,-0.74,4.6e-01,1.0e+00,0.9998,13220,1042.8,1185.6,1100.1,1227.6,1068.5,980.5,1009,1157.3,1020.8,853.7,1006.4,820.3
SCA-6_Chr8v1_22544,PPR71,20.1,24.4,15.8,0.629,-0.7,0.82,-0.82,4.1e-01,1.0e+00,0.9998,13221,16.5,19.9,18.7,17.1,29.3,44.9,28.3,12.1,0,19.9,27.3,7.1
SCA-6_Chr8v1_22545,GLO19,184,166.2,201.7,1.052,0.1,0.47,0.16,8.8e-01,1.0e+00,0.9998,13222,161.4,94.6,210.4,52.7,214.4,264,43.8,98.9,129.3,250.4,341.5,346.5
SCA-6_Chr8v1_22546,NAC17,460.7,448.1,473.3,0.946,-0.1,0.29,-0.28,7.8e-01,1.0e+00,0.9998,13223,478.4,512.1,254.8,355,443.1,645.5,312.7,566.6,383.8,285.5,702.8,588.5
SCA-6_Chr8v1_22547,CTF64,62.2,56.6,67.7,1.195,0.3,0.47,0.55,5.8e-01,1.0e+00,0.9998,13224,41.2,100.6,30.4,41.9,44.4,81.2,82.4,43.4,90.6,67.3,68.4,54
SCA-6_Chr8v1_22548,Y1181,26.7,28.8,24.6,1.27,0.3,0.76,0.45,6.5e-01,1.0e+00,0.9998,13225,29.5,41.8,54.9,18.6,27.4,0.5,25.7,35,37.3,13.3,28.3,8.2
SCA-6_Chr8v1_22549,SRD2,103.4,88.6,118.3,1.366,0.4,0.36,1.26,2.1e-01,1.0e+00,0.9998,13226,128.4,87.7,81.8,86.8,65.2,81.8,172.5,132.6,169.3,96.8,63.1,75.4
SCA-6_Chr8v1_22550,Y4967,1023,982.5,1063.6,0.921,-0.1,0.36,-0.33,7.4e-01,1.0e+00,0.9998,13227,664.5,515.1,510.9,1790.3,662.2,1752.1,552.1,511.2,898.2,980.8,1190.2,2249
SCA-6_Chr8v1_22554,GRCR2,6.7,7,6.3,0.793,-0.3,1.81,-0.18,8.5e-01,1.0e+00,0.9998,13228,0,6,19.9,0,16.1,0,12.9,0,22.7,0,0,2.5
SCA-6_Chr8v1_22555,SAC1,23.2,22,24.4,1.006,0,0.96,0.01,9.9e-01,1.0e+00,0.9998,13229,10.6,26.9,22.2,0,43.5,28.9,0,16.9,38.6,15.2,32.1,43.8
SCA-6_Chr8v1_22561,LAC14,59.4,51.4,67.4,1.94,1,0.73,1.31,1.9e-01,1.0e+00,0.9998,13230,55.4,15.9,67.8,23.3,137.9,8,19.3,39.8,26.7,151.8,101,65.7
SCA-6_Chr8v1_22562,LAC9,7.8,5.8,9.8,0.553,-0.9,1.55,-0.55,5.8e-01,1.0e+00,0.9998,13231,0,2,7,6.2,3.8,15.5,0,0,0,44.6,3.7,10.7
SCA-6_Chr8v1_22563,LAC14,609.9,321.3,898.4,1.86,0.9,0.88,1.01,3.1e-01,1.0e+00,0.9998,13232,347.6,151.4,202.2,45,760.5,421.1,41.2,284.5,119.9,1205.6,2777.5,961.9
SCA-6_Chr8v1_22565,SCA-6_Chr8v1_22565,10.9,12.5,9.2,0.421,-1.2,1.33,-0.94,3.5e-01,1.0e+00,0.9998,13233,0,0,7,10.9,35.9,21.4,1.3,10.8,0,4.7,18.2,20.4
SCA-6_Chr8v1_22566,SERK1,419.4,388.9,449.9,1.156,0.2,0.45,0.46,6.5e-01,1.0e+00,0.9998,13234,545.5,129.5,175.4,737.8,305.1,439.8,695,229.1,537.1,477.1,279.5,481.5
SCA-6_Chr8v1_22567,IST1L,84.1,78.7,89.5,1.054,0.1,0.41,0.19,8.5e-01,1.0e+00,0.9998,13235,83.7,80.7,92.4,58.9,100.1,56.1,38.6,78.4,77.3,88.2,130.4,124.3
SCA-6_Chr8v1_22568,AAMP,37,40.8,33.2,0.638,-0.6,1.29,-0.5,6.1e-01,1.0e+00,0.9998,13236,0,59.8,105.2,0,78.4,1.6,3.9,61.5,0,32.3,42.2,59.6
SCA-6_Chr8v1_22569,SCA-6_Chr8v1_22569,32.7,37.4,27.9,0.519,-0.9,0.79,-1.19,2.3e-01,1.0e+00,0.9998,13237,50.7,13.9,17.5,26.4,26.5,89.2,5.1,4.8,5.3,80.6,20.3,51.5
SCA-6_Chr8v1_22570,YL455,761.2,805.6,716.8,0.889,-0.2,0.37,-0.46,6.5e-01,1.0e+00,0.9998,13238,1118.2,462.3,590.4,1249.3,359.9,1053.7,980.7,491.9,850.3,776.8,610.3,590.5
SCA-6_Chr8v1_22572,EPF2,9.1,9.9,8.3,0.473,-1.1,1.44,-0.75,4.5e-01,1.0e+00,0.9998,13239,5.9,2,0,0,11.3,40.1,0,16.9,0,4.7,10.2,17.8
SCA-6_Chr8v1_22573,FAB1D,454,502.6,405.4,0.782,-0.4,0.3,-1.19,2.3e-01,1.0e+00,0.9998,13240,632.7,565.9,354.2,438.7,305.1,718.7,530.3,323.1,303.9,393.6,406.7,474.9
SCA-6_Chr8v1_22574,SCA-6_Chr8v1_22574,198.6,213,184.3,0.997,0,0.64,-0.01,9.9e-01,1.0e+00,0.9998,13241,23.6,211.2,305.1,31,595.2,111.7,99.1,249.5,169.3,141.3,271,175.8
SCA-6_Chr8v1_22576,GDL15,137.2,93.3,181.1,1.379,0.5,0.49,0.94,3.5e-01,1.0e+00,0.9998,13242,49.5,64.8,56.1,164.3,151.2,73.7,91.4,73.5,102.6,137.5,210,471.3
SCA-6_Chr8v1_22577,Y1343,11,13.3,8.7,0.653,-0.6,1.31,-0.47,6.4e-01,1.0e+00,0.9998,13243,7.1,17.9,17.5,27.9,9.4,0,19.3,0,0,5.7,12.8,14.3
SCA-6_Chr8v1_22581,DTX54,36.8,23.3,50.3,2.263,1.2,0.67,1.77,7.7e-02,1.0e+00,0.9998,13244,16.5,13,35.1,37.2,28.3,9.6,42.5,9.6,26.7,117.6,55,50.4
SCA-6_Chr8v1_22582,PTP1,42.2,49,35.3,0.492,-1,0.6,-1.7,8.8e-02,1.0e+00,0.9998,13245,17.7,71.7,32.7,9.3,43.5,119.2,10.3,30.1,6.7,39.8,58.8,66.2
SCA-6_Chr8v1_22584,SCA-6_Chr8v1_22584,25.4,24,26.9,1.1,0.1,0.69,0.2,8.4e-01,1.0e+00,0.9998,13246,23.6,13,10.5,26.4,35,35.3,6.4,44.6,50.6,26.6,17.1,16.3
SCA-6_Chr8v1_22585,SCA-6_Chr8v1_22585,23.4,26.9,19.9,1.133,0.2,0.94,0.19,8.5e-01,1.0e+00,0.9998,13247,48.3,30.9,24.5,52.7,4.7,0,39.9,13.3,4,35.1,9.1,17.8
SCA-6_Chr8v1_22586,SCA-6_Chr8v1_22586,17.3,20.7,13.9,0.982,0,1.02,-0.03,9.8e-01,1.0e+00,0.9998,13248,36.5,42.8,12.9,29.5,0.9,1.6,23.2,0,28,16.1,7.5,8.7
SCA-6_Chr8v1_22587,MD22B,88.8,86.4,91.2,1.05,0.1,0.37,0.19,8.5e-01,1.0e+00,0.9998,13249,77.8,126.5,70.1,77.5,67.1,99.4,63.1,126.6,125.3,74.9,76.4,81
SCA-6_Chr8v1_22588,SUC2,12.9,10.4,15.4,1.489,0.6,0.84,0.68,5.0e-01,1.0e+00,0.9998,13250,11.8,12,5.8,0,16.1,16.6,19.3,19.3,10.7,9.5,21.4,12.2
SCA-6_Chr8v1_22590,SUC2,62.2,66.1,58.4,0.78,-0.4,0.62,-0.58,5.6e-01,1.0e+00,0.9998,13251,17.7,35.9,111.1,45,77.5,109.5,45,139.8,13.3,40.8,57.2,54
SCA-6_Chr8v1_22591,SCA-6_Chr8v1_22591,6.1,9.3,2.8,0.245,-2,1.8,-1.13,2.6e-01,1.0e+00,0.9998,13252,17.7,8,25.7,0,4.7,0,0,0,0,4.7,10.7,1.5
SCA-6_Chr8v1_22597,TMM18,230,211.9,248.1,0.833,-0.3,0.4,-0.66,5.1e-01,1.0e+00,0.9998,13253,110.8,294.9,122.7,206.2,324,212.7,103,161.5,155.9,141.3,462.3,464.7
SCA-6_Chr8v1_22598,SCA-6_Chr8v1_22598,191.8,208.3,175.2,0.908,-0.1,0.49,-0.28,7.8e-01,1.0e+00,0.9998,13254,403,140.5,88.8,421.6,74.6,121.3,245.8,171.2,303.9,140.4,103.1,87.1
SCA-6_Chr8v1_22599,PS1,46.2,57.1,35.2,1.004,0,0.79,0.01,9.9e-01,1.0e+00,0.9998,13255,30.6,28.9,5.8,252.7,2.8,21.9,24.5,13.3,26.7,61.7,26.7,58.6
SCA-6_Chr8v1_22601,STOP1,96.1,98.3,93.9,0.969,0,0.4,-0.11,9.1e-01,1.0e+00,0.9998,13256,67.2,111.6,73.6,119.4,131.3,86.6,124.8,156.7,61.3,78.7,50.8,91.2
SCA-6_Chr8v1_22602,MLO1,7.2,5.9,8.4,2.109,1.1,1.48,0.73,4.7e-01,1.0e+00,0.9998,13257,8.2,10,0,3.1,14.2,0,21.9,3.6,0,12.3,12.3,0.5
SCA-6_Chr8v1_22603,PYG7,71.4,54.7,88,1.568,0.6,0.53,1.22,2.2e-01,1.0e+00,0.9998,13258,69.5,63.8,11.7,55.8,38.7,88.7,74.6,39.8,158.6,82.5,66.3,106.5
SCA-6_Chr8v1_22604,SCA-6_Chr8v1_22604,11.5,8.9,14.2,0.669,-0.6,1.29,-0.45,6.5e-01,1.0e+00,0.9998,13259,0,9,3.5,26.4,0,14.4,0,27.7,0,0.9,39.5,16.8
SCA-6_Chr8v1_22605,EX53,15.7,17.9,13.6,1.066,0.1,1.31,0.07,9.4e-01,1.0e+00,0.9998,13260,28.3,12,0,41.9,24.6,0.5,21.9,13.3,0,29.4,0,16.8
SCA-6_Chr9v1_22610,CHT5B,19.4,12.6,26.1,2.108,1.1,1.06,1.01,3.1e-01,1.0e+00,0.9998,13261,0,25.9,14,0,5.7,29.9,6.4,57.9,38.6,8.5,9.1,36.2
SCA-6_Chr9v1_22615,TOP1,28.7,32.2,25.1,0.778,-0.4,0.68,-0.53,5.9e-01,1.0e+00,0.9998,13262,21.2,25.9,14,55.8,35.9,40.6,61.8,16.9,12,30.4,22.4,7.1
SCA-6_Chr9v1_22616,SCA-6_Chr9v1_22616,15.3,20.5,10.1,0.408,-1.3,1.23,-1.05,2.9e-01,1.0e+00,0.9998,13263,16.5,0,16.4,60.5,11.3,18.2,7.7,14.5,0,20.9,0,17.3
SCA-6_Chr9v1_22617,CHERP,35.8,31,40.6,1.205,0.3,0.55,0.49,6.3e-01,1.0e+00,0.9998,13264,13,41.8,43.3,14,38.7,35.3,23.2,22.9,44,43.6,46,63.7
SCA-6_Chr9v1_22619,SYDC2,760.3,808.8,711.9,0.845,-0.2,0.29,-0.83,4.1e-01,1.0e+00,0.9998,13265,744.7,753.2,600.9,412.3,1046.7,1294.7,513.5,845.1,673,511.3,807.5,920.7
SCA-6_Chr9v1_22620,STY13,1840.7,1676.8,2004.6,1.215,0.3,0.24,1.17,2.4e-01,1.0e+00,0.9998,13266,1611.9,1692.7,1646,2092.5,1433.1,1584.4,1935.7,2130.2,2769.4,1524.3,2136.7,1531.1
SCA-6_Chr9v1_22624,DCAF1,925,985,864.9,0.966,-0.1,0.52,-0.1,9.2e-01,1.0e+00,0.9998,13267,1336.2,620.7,624.3,2630.4,161.5,537,1124.9,635.3,1969.7,647.8,377.3,434.6
SCA-6_Chr9v1_22625,ENDOV,57.5,53.8,61.3,1.084,0.1,0.67,0.17,8.6e-01,1.0e+00,0.9998,13268,22.4,18.9,40.9,94.6,29.3,116.5,69.5,55.5,158.6,30.4,24.6,29
SCA-6_Chr9v1_22626,SCA-6_Chr9v1_22626,28.2,27,29.4,1.15,0.2,0.87,0.23,8.2e-01,1.0e+00,0.9998,13269,8.2,31.9,42.1,0,62.4,17.6,19.3,67.5,18.7,34.1,5.9,31.1
SCA-6_Chr9v1_22627,SCA-6_Chr9v1_22627,570.1,575.1,565.1,0.845,-0.2,0.33,-0.74,4.6e-01,1.0e+00,0.9998,13270,287.5,596.8,641.8,258.9,737.8,927.6,314,446.1,435.8,424,902.1,868.7
SCA-6_Chr9v1_22628,ANM15,411.8,434.2,389.4,0.936,-0.1,0.29,-0.32,7.5e-01,1.0e+00,0.9998,13271,375.9,595.8,405.7,399.9,498.8,329.2,625.5,402.7,258.5,543.5,251.7,254.8
SCA-6_Chr9v1_22629,SCA-6_Chr9v1_22629,14.3,13.7,14.9,1.175,0.2,1.02,0.23,8.2e-01,1.0e+00,0.9998,13272,4.7,25.9,0,10.9,9.4,31.5,3.9,12.1,25.3,11.4,35.3,1.5
SCA-6_Chr9v1_22630,RSMH,607.4,677.9,536.8,0.94,-0.1,0.49,-0.18,8.5e-01,1.0e+00,0.9998,13273,866,290.9,369.4,1977.8,287.2,276.3,653.8,354.4,1023.5,661.1,183.8,343.9
SCA-6_Chr9v1_22631,UBP26,625.2,583.6,666.9,1.147,0.2,0.36,0.55,5.8e-01,1.0e+00,0.9998,13274,562,405.5,535.4,630.9,319.3,1048.4,724.6,735.4,963.5,690.5,489,398.4
SCA-6_Chr9v1_22632,LNP,97.2,113.2,81.2,0.727,-0.5,0.41,-1.12,2.6e-01,1.0e+00,0.9998,13275,54.2,116.6,135.6,52.7,179.5,140.5,94,78.4,72,84.4,71.6,86.6
SCA-6_Chr9v1_22633,CDC2A,184.8,196.2,173.4,0.627,-0.7,0.54,-1.26,2.1e-01,1.0e+00,0.9998,13276,46,235.1,259.5,69.8,347.7,219.1,66.9,107.3,52,177.4,272.6,364.3
SCA-6_Chr9v1_22636,GCT22,81.9,72.1,91.7,1.098,0.1,0.58,0.23,8.2e-01,1.0e+00,0.9998,13277,27.1,82.7,69,43.4,142.7,67.9,10.3,98.9,80,107.2,141.6,112.1
SCA-6_Chr9v1_22637,PSB6,54.4,49.1,59.6,1.384,0.5,0.53,0.88,3.8e-01,1.0e+00,0.9998,13278,76.6,45.8,36.2,21.7,91.6,23,77.2,65.1,22.7,58.8,61.5,72.3
SCA-6_Chr9v1_22638,AIGLD,30.6,28,33.3,1.088,0.1,0.56,0.22,8.3e-01,1.0e+00,0.9998,13279,15.3,13.9,46.8,29.5,33.1,29.4,14.2,24.1,30.7,34.1,47.6,48.9
SCA-6_Chr9v1_22639,ARAK,203.4,205.6,201.3,0.957,-0.1,0.33,-0.19,8.5e-01,1.0e+00,0.9998,13280,152,271,259.5,131.8,142.7,276.3,205.9,168.8,247.9,167.9,172.6,244.6
SCA-6_Chr9v1_22640,SCA-6_Chr9v1_22640,30.5,25.2,35.8,1.328,0.4,0.99,0.42,6.8e-01,1.0e+00,0.9998,13281,0,39.9,59.6,0,32.1,19.8,21.9,19.3,14.7,74.9,41.2,42.8
SCA-6_Chr9v1_22642,GT643,5.2,3.9,6.4,0.747,-0.4,2.07,-0.2,8.4e-01,1.0e+00,0.9998,13282,0,11,0,0,12.3,0,0,10.8,0,8.5,1.6,17.8
SCA-6_Chr9v1_22643,SCA-6_Chr9v1_22643,96,109,83,0.77,-0.4,0.74,-0.51,6.1e-01,1.0e+00,0.9998,13283,2.4,43.8,98.2,66.7,79.4,363.4,6.4,18.1,115.9,84.4,161.4,111.6
SCA-6_Chr9v1_22645,SCA-6_Chr9v1_22645,63.3,69.9,56.7,0.862,-0.2,0.62,-0.34,7.3e-01,1.0e+00,0.9998,13284,55.4,42.8,113.4,38.8,101.1,67.9,144.1,103.7,13.3,29.4,14.4,35.2
SCA-6_Chr9v1_22648,BZIP9,311.7,295.3,328.1,1.008,0,0.42,0.03,9.8e-01,1.0e+00,0.9998,13285,122.5,332.8,416.2,108.5,458.2,333.4,151.9,336.3,278.5,259.9,516.3,425.9
SCA-6_Chr9v1_22650,AB1K8,158.1,165.8,150.3,0.854,-0.2,0.35,-0.65,5.1e-01,1.0e+00,0.9998,13286,124.9,262,160.2,105.4,192.7,149.6,83.7,229.1,115.9,175.5,158.2,139.6
SCA-6_Chr9v1_22653,SCA-6_Chr9v1_22653,311.9,318.7,305.2,0.915,-0.1,0.3,-0.43,6.7e-01,1.0e+00,0.9998,13287,347.6,349.7,243.2,356.5,342,273.1,256.1,307.4,338.5,160.3,413.1,355.6
SCA-6_Chr9v1_22654,NAC98,16.1,8.6,23.6,2.973,1.6,1.04,1.5,1.3e-01,1.0e+00,0.9998,13288,13,10,3.5,0,0,25.1,39.9,27.7,37.3,12.3,8,16.3
SCA-6_Chr9v1_22655,PEP,386.3,401.2,371.4,0.923,-0.1,0.28,-0.41,6.8e-01,1.0e+00,0.9998,13289,403,317.8,339,595.2,291.9,460.6,422.1,359.3,439.8,299.7,343.1,364.3
SCA-6_Chr9v1_22658,KDM5,34.5,25.2,43.7,1.669,0.7,0.66,1.11,2.7e-01,1.0e+00,0.9998,13290,14.1,44.8,42.1,10.9,28.3,11.2,43.8,31.3,54.6,16.1,95.7,20.9
SCA-6_Chr9v1_22659,CRYD,15.1,20.7,9.6,0.785,-0.3,1.02,-0.34,7.3e-01,1.0e+00,0.9998,13291,46,31.9,33.9,4.7,7.6,0,18,1.2,9.3,18,4.8,6.1
SCA-6_Chr9v1_22664,PAP8,285.5,320.6,250.3,0.809,-0.3,0.4,-0.76,4.5e-01,1.0e+00,0.9998,13292,165,238.1,536.6,138,401.5,444.6,142.9,338.8,313.2,211.5,237.8,257.8
SCA-6_Chr9v1_22665,BC10,31.5,32.6,30.3,0.701,-0.5,0.66,-0.77,4.4e-01,1.0e+00,0.9998,13293,37.7,48.8,18.7,12.4,52,26.2,11.6,43.4,5.3,30.4,52.4,38.7
SCA-6_Chr9v1_22666,SELH,734.6,667.8,801.4,1.072,0.1,0.27,0.38,7.1e-01,1.0e+00,0.9998,13294,357,607.7,640.6,795.2,570.6,1035.6,549.6,608.8,575.7,918.2,793.6,1362.4
SCA-6_Chr9v1_22669,RFA2A,43.6,23.7,63.6,2.279,1.2,0.79,1.51,1.3e-01,1.0e+00,0.9998,13295,0,24.9,29.2,4.7,52.9,30.5,29.6,60.3,29.3,64.5,49.2,148.8
SCA-6_Chr9v1_22670,AB1K1,105.8,100.5,111.2,1.055,0.1,0.43,0.18,8.6e-01,1.0e+00,0.9998,13296,123.7,121.5,66.6,38.8,118.1,134.1,141.6,35,121.3,105.3,147.5,116.7
SCA-6_Chr9v1_22672,SCA-6_Chr9v1_22672,59.8,61.9,57.6,0.434,-1.2,1.5,-0.81,4.2e-01,1.0e+00,0.9998,13297,15.3,60.8,74.8,0,152.1,68.4,0,65.1,0,66.4,136.8,77.4
SCA-6_Chr9v1_22673,REIL1,363.3,381.8,344.8,0.897,-0.2,0.29,-0.54,5.9e-01,1.0e+00,0.9998,13298,401.8,403.5,388.1,240.3,472.4,384.7,225.2,485.8,337.2,326.3,370.9,323.5
SCA-6_Chr9v1_22674,KAKU4,176.5,170.5,182.4,1.184,0.2,0.38,0.63,5.3e-01,1.0e+00,0.9998,13299,273.4,186.3,134.4,263.5,86,79.6,267.7,161.5,313.2,178.3,103.7,70.3
SCA-6_Chr9v1_22675,CSN5B,109.5,92.8,126.3,0.87,-0.2,0.49,-0.41,6.9e-01,1.0e+00,0.9998,13300,75.4,119.6,52.6,12.4,47.2,249.5,48.9,61.5,61.3,27.5,260.8,297.6
SCA-6_Chr9v1_22676,PMA4,2248,2256.9,2239.2,0.964,-0.1,0.25,-0.21,8.3e-01,1.0e+00,0.9998,13301,2083.2,2452.8,1907.9,2371.5,1611.7,3114.2,2429.9,3229.7,1660.5,2485.2,1752.4,1877.5
SCA-6_Chr9v1_22678,CENPO,57.1,67.2,47.1,0.6,-0.7,0.51,-1.44,1.5e-01,1.0e+00,0.9998,13302,76.6,115.6,72.5,54.3,40.6,43.8,15.4,44.6,24,81.6,80.2,36.7
SCA-6_Chr9v1_22679,SCA-6_Chr9v1_22679,12.4,10.8,14,1.316,0.4,1.24,0.32,7.5e-01,1.0e+00,0.9998,13303,2.4,10,8.2,14,0,29.9,46.3,0,10.7,18,6.4,2.5
SCA-6_Chr9v1_22680,HIP1,262.9,210.1,315.7,1.574,0.7,0.39,1.69,9.1e-02,1.0e+00,0.9998,13304,241.5,321.8,302.8,147.3,129.4,117.6,574,503.9,395.8,185,113.3,122.3
SCA-6_Chr9v1_22683,PP374,188.6,220.2,157.1,0.716,-0.5,0.31,-1.55,1.2e-01,1.0e+00,0.9998,13305,288.7,138.5,185.9,224.8,229.6,253.8,145.4,217,146.6,162.2,142.2,128.9
SCA-6_Chr9v1_22685,AFR,68.4,67.6,69.2,1.36,0.4,0.8,0.55,5.8e-01,1.0e+00,0.9998,13306,80.1,51.8,72.5,0,172.9,28.3,52.8,192.9,24,36,79.1,30.1
SCA-6_Chr9v1_22686,SCA-6_Chr9v1_22686,78.6,78.2,79.1,0.992,0,0.59,-0.02,9.8e-01,1.0e+00,0.9998,13307,9.4,88.7,126.3,27.9,139.8,76.9,90.1,86.8,53.3,41.7,117.6,85.1
SCA-6_Chr9v1_22687,SCA-6_Chr9v1_22687,8.9,10.4,7.4,0.568,-0.8,1.29,-0.64,5.2e-01,1.0e+00,0.9998,13308,4.7,7,2.3,10.9,37.8,0,0,6,5.3,4.7,14.4,13.8
SCA-6_Chr9v1_22688,COPB1,582.8,600.5,565.1,0.796,-0.3,0.25,-1.33,1.8e-01,1.0e+00,0.9998,13309,610.3,637.6,450.1,506.9,623.5,774.8,335.9,417.1,369.2,556.8,835.3,876.4
SCA-6_Chr9v1_22689,PTRD1,14.1,11.2,17.1,1.522,0.6,1.23,0.49,6.2e-01,1.0e+00,0.9998,13310,3.5,22.9,0,4.7,35.9,0,19.3,3.6,28,6.6,5.3,39.7
SCA-6_Chr9v1_22690,SCA-6_Chr9v1_22690,122.3,128.3,116.3,0.898,-0.2,0.47,-0.33,7.4e-01,1.0e+00,0.9998,13311,134.3,145.5,126.3,57.4,98.2,208.4,136.4,168.8,206.6,56,78.6,51.5
SCA-6_Chr9v1_22691,E70A1,130.2,115,145.3,1.844,0.9,0.56,1.57,1.2e-01,1.0e+00,0.9998,13312,229.8,62.8,73.6,283.7,31.2,9.1,252.3,115.7,202.6,202,45.4,54
SCA-6_Chr9v1_22692,WRK11,807.5,698.9,916.1,1.263,0.3,0.41,0.82,4.1e-01,1.0e+00,0.9998,13313,900.2,362.6,506.2,961,430.8,1032.4,1279.3,770.3,1675.2,910.6,458.6,402.5
SCA-6_Chr9v1_22693,SCA-6_Chr9v1_22693,265.2,272.6,257.7,1.33,0.4,0.43,0.95,3.4e-01,1.0e+00,0.9998,13314,439.5,325.8,210.4,502.2,128.5,29.4,377.1,274.9,465.1,225.8,79.6,123.8
